CustomerKey,GeographyKey,CustomerAlternateKey,Title,FirstName,MiddleName,LastName,NameStyle,BirthDate,MaritalStatus,Suffix,Gender,EmailAddress,YearlyIncome,TotalChildren,NumberChildrenAtHome,EnglishEducation,EnglishOccupation,HouseOwnerFlag,NumberCarsOwned,AddressLine1,AddressLine2,Phone,DateFirstPurchase,CommuteDistance
15589,24,AW00015589,,Gilbert,,He,False,1974-10-13,M,,M,gilbert16@adventure-works.com,110000,1,0,Graduate Degree,Management,1,1,2823 La Orinda Pl.,,1 (11) 500 555-0119,2012-11-26,2-5 Miles
15590,35,AW00015590,,Marshall,J,Wu,False,1974-09-24,M,,M,marshall6@adventure-works.com,120000,1,0,Graduate Degree,Management,1,0,8977 Woodhaven Lane,,1 (11) 500 555-0144,2012-11-24,0-1 Miles
15591,37,AW00015591,,Darren,P,Srini,False,1975-03-22,S,,M,darren11@adventure-works.com,120000,1,0,Graduate Degree,Management,1,2,4618 Olive Hill,,1 (11) 500 555-0147,2012-11-01,0-1 Miles
15592,8,AW00015592,,Janet,L,Moreno,False,1983-10-01,M,,F,janet11@adventure-works.com,70000,5,5,Bachelors,Professional,1,4,3870 Grand Ct.,,1 (11) 500 555-0127,2013-02-02,10+ Miles
15593,31,AW00015593,,Naomi,A,Martin,False,1973-03-18,M,,F,naomi0@adventure-works.com,70000,5,5,Bachelors,Professional,1,4,89 Ancona Ct.,,1 (11) 500 555-0176,2013-03-04,10+ Miles
15594,4,AW00015594,,Joanna,,Carlson,False,1978-03-05,S,,F,joanna17@adventure-works.com,80000,5,5,Graduate Degree,Management,1,2,7530 St. Francis St.,,1 (11) 500 555-0177,2013-12-24,0-1 Miles
15595,7,AW00015595,,Andre,,Sanchez,False,1971-08-05,M,,M,andre19@adventure-works.com,90000,0,0,Bachelors,Professional,1,0,4697 Mt. Dell,,1 (11) 500 555-0167,2012-10-28,0-1 Miles
15596,17,AW00015596,,Gilbert,,Goel,False,1971-07-02,S,,M,gilbert39@adventure-works.com,90000,2,0,Bachelors,Professional,1,0,3637 Pheasant Circle,,1 (11) 500 555-0149,2012-11-24,1-2 Miles
15597,38,AW00015597,,Terry,,Raji,False,1971-08-06,M,,M,terry23@adventure-works.com,90000,2,0,Bachelors,Professional,1,0,9397 N. 8th St.,,1 (11) 500 555-0163,2012-11-18,1-2 Miles
15598,16,AW00015598,,Tanya,I,Rubio,False,1971-04-20,S,,F,tanya18@adventure-works.com,60000,3,3,Bachelors,Professional,1,1,3478 Liana Lane,,1 (11) 500 555-0112,2013-09-19,5-10 Miles
15599,26,AW00015599,,Darryl,R,Ma,False,1970-11-18,S,,M,darryl15@adventure-works.com,60000,3,3,Bachelors,Professional,1,2,3432 White Pl.,,1 (11) 500 555-0141,2013-04-19,5-10 Miles
15600,32,AW00015600,,Josue,R,Dominguez,False,1974-05-02,M,,M,josue1@adventure-works.com,70000,5,5,Bachelors,Professional,1,4,9754 Olivera,,1 (11) 500 555-0192,2012-10-30,10+ Miles
15601,20,AW00015601,,Naomi,C,Moreno,False,1979-08-09,M,,F,naomi6@adventure-works.com,70000,5,5,Bachelors,Professional,1,4,918 Park Lane,,1 (11) 500 555-0136,2012-11-22,10+ Miles
15602,37,AW00015602,,Warren,M,Wu,False,1979-01-14,S,,M,warren23@adventure-works.com,70000,0,0,Bachelors,Professional,0,1,4785 Scott Street,,1 (11) 500 555-0119,2013-06-22,5-10 Miles
15603,13,AW00015603,,Philip,M,Blanco,False,1975-09-02,M,,M,philip15@adventure-works.com,60000,3,3,Bachelors,Professional,1,2,4249 Heights Ave.,,1 (11) 500 555-0128,2013-03-31,5-10 Miles
15604,31,AW00015604,,Clifford,,Prasad,False,1970-06-13,M,,M,clifford9@adventure-works.com,60000,4,4,Bachelors,Professional,1,2,2515 Beauty St,,1 (11) 500 555-0115,2013-06-20,0-1 Miles
15605,3,AW00015605,,Alan,L,Yang,False,1970-02-21,M,,M,alan9@adventure-works.com,60000,4,4,Bachelors,Professional,0,3,9023 Maryland Dr.,,1 (11) 500 555-0143,2013-09-27,10+ Miles
15606,33,AW00015606,,Marco,C,Prasad,False,1970-06-10,M,,M,marco10@adventure-works.com,60000,4,4,Bachelors,Professional,1,3,8523 Rose Drive,C,1 (11) 500 555-0165,2013-02-27,10+ Miles
15607,20,AW00015607,,Ricky,A,Gill,False,1975-09-19,S,,M,ricky14@adventure-works.com,70000,0,0,Bachelors,Professional,0,1,7559 W. Buchanan Rd.,,1 (11) 500 555-0113,2013-11-16,5-10 Miles
15608,120,AW00015608,,Faith,A,James,False,1984-05-10,S,,F,faith29@adventure-works.com,30000,0,0,Partial College,Clerical,0,1,Rykestr 95,,1 (11) 500 555-0118,2013-08-28,2-5 Miles
15609,222,AW00015609,,Karl,C,Sharma,False,1985-08-11,S,,M,karl10@adventure-works.com,20000,0,0,Partial High School,Manual,0,2,22, rue du Puits Dixme,,1 (11) 500 555-0159,2013-08-15,0-1 Miles
15610,273,AW00015610,,Jessica,A,Gonzales,False,1986-04-11,S,,F,jessica41@adventure-works.com,30000,0,0,Partial College,Clerical,0,1,8251 Vista Del Sol,,1 (11) 500 555-0117,2013-09-18,2-5 Miles
15611,215,AW00015611,,Michele,,Patel,False,1984-02-08,S,,F,michele58@adventure-works.com,30000,0,0,High School,Manual,1,1,64, avenue des Laurentides,,1 (11) 500 555-0182,2013-06-14,2-5 Miles
15612,259,AW00015612,,Damien,,Ma,False,1983-10-05,S,,M,damien12@adventure-works.com,30000,0,0,High School,Manual,0,1,4867 Glaze Dr,,1 (11) 500 555-0195,2013-05-08,1-2 Miles
15613,221,AW00015613,,Melinda,,Moreno,False,1984-03-14,S,,F,melinda3@adventure-works.com,30000,0,0,High School,Manual,0,1,7408, rue Maillard,,1 (11) 500 555-0155,2013-05-23,1-2 Miles
15614,262,AW00015614,,Faith,S,Simmons,False,1980-05-13,M,,F,faith14@adventure-works.com,40000,1,1,Bachelors,Skilled Manual,1,0,3744 Dalis Drive,,1 (11) 500 555-0117,2011-10-13,1-2 Miles
15615,259,AW00015615,,Erika,,Alvarez,False,1984-08-12,S,,F,erika4@adventure-works.com,30000,0,0,High School,Manual,0,1,6837 Weber Bryan St.,,1 (11) 500 555-0171,2013-03-26,2-5 Miles
15616,183,AW00015616,,Janet,K,Alonso,False,1984-05-14,S,,F,janet13@adventure-works.com,30000,0,0,High School,Manual,0,1,610, boulevard Tremblay,,1 (11) 500 555-0112,2013-09-21,1-2 Miles
15617,197,AW00015617,,Dawn,A,Chande,False,1984-08-02,S,,F,dawn39@adventure-works.com,30000,0,0,High School,Manual,0,1,216, quai Paul Doumer,,1 (11) 500 555-0169,2013-02-01,2-5 Miles
15618,162,AW00015618,,Gabriel,,Sharma,False,1978-08-26,M,,M,gabriel27@adventure-works.com,40000,1,1,Bachelors,Skilled Manual,1,1,Hansaallee 482,,1 (11) 500 555-0124,2013-04-01,1-2 Miles
15619,236,AW00015619,,Levi,,Subram,False,1978-09-23,M,,M,levi12@adventure-works.com,40000,1,1,Bachelors,Skilled Manual,1,1,4822 Center Street,,1 (11) 500 555-0111,2011-10-13,0-1 Miles
15620,256,AW00015620,,Dominique,S,Subram,False,1978-11-16,S,,F,dominique10@adventure-works.com,50000,0,0,Graduate Degree,Skilled Manual,0,0,7098 Walnut Blvd.,,1 (11) 500 555-0119,2011-10-05,0-1 Miles
15621,268,AW00015621,,Kelli,T,Wu,False,1979-03-26,S,,F,kelli7@adventure-works.com,50000,0,0,Graduate Degree,Skilled Manual,1,0,7763 Folson Drive,,1 (11) 500 555-0165,2011-10-07,1-2 Miles
15622,144,AW00015622,Ms.,Yvonne,,Schleger,False,1978-04-14,S,,M,yvonne2@adventure-works.com,30000,0,0,High School,Manual,0,1,Charlottenstr 3918,,155-555-0100,2012-01-14,1-2 Miles
15623,195,AW00015623,,Molly,A,Madan,False,1978-04-10,M,,F,molly7@adventure-works.com,40000,1,1,Bachelors,Skilled Manual,1,1,70, place de la République,,1 (11) 500 555-0131,2012-08-25,0-1 Miles
15624,217,AW00015624,,Tyrone,,Rubio,False,1983-08-08,M,,M,tyrone20@adventure-works.com,40000,1,1,Bachelors,Skilled Manual,1,1,4343, rue Léo Delibes,,1 (11) 500 555-0156,2012-08-17,0-1 Miles
15625,142,AW00015625,,Clinton,,Alvarez,False,1978-04-16,M,,M,clinton1@adventure-works.com,40000,1,1,Partial College,Clerical,1,1,Berliner Platz 554,Verkaufsabteilung,1 (11) 500 555-0196,2012-02-08,1-2 Miles
15626,155,AW00015626,,Eduardo,F,White,False,1983-07-20,M,,M,eduardo11@adventure-works.com,40000,1,1,Partial College,Clerical,1,1,Parkstr 851,,1 (11) 500 555-0178,2012-02-28,1-2 Miles
15627,146,AW00015627,,Troy,,Srini,False,1978-06-23,S,,M,troy9@adventure-works.com,40000,2,2,Partial College,Clerical,1,0,Postenweg 2228,,1 (11) 500 555-0160,2012-02-17,1-2 Miles
15628,161,AW00015628,,Brianna,T,Sandberg,False,1922-04-10,M,,F,brianna47@adventure-works.com,40000,1,0,Bachelors,Skilled Manual,1,1,Berliner Platz 664,,1 (11) 500 555-0177,2013-10-17,0-1 Miles
15629,162,AW00015629,,Meghan,A,Ruiz,False,1977-03-31,S,,F,meghan1@adventure-works.com,10000,0,0,Partial High School,Manual,1,2,Alte Landstr 221,,1 (11) 500 555-0199,2013-12-31,1-2 Miles
15630,260,AW00015630,,Nichole,C,Tang,False,1976-10-30,S,,F,nichole4@adventure-works.com,20000,0,0,Partial High School,Manual,0,2,1492 Bermad Dr.,,1 (11) 500 555-0125,2011-10-24,1-2 Miles
15631,263,AW00015631,,Clayton,,Andersen,False,1977-05-11,S,,M,clayton31@adventure-works.com,20000,0,0,Partial High School,Manual,1,2,8844 Bel Aire Drive,,1 (11) 500 555-0121,2011-10-24,1-2 Miles
15632,245,AW00015632,,Gloria,P,Carlson,False,1976-07-08,M,,F,gloria19@adventure-works.com,20000,0,0,Partial High School,Manual,0,2,5256 Chickpea Ct.,,1 (11) 500 555-0114,2011-11-09,0-1 Miles
15633,128,AW00015633,,Ashlee,D,Shan,False,1977-02-08,S,,F,ashlee17@adventure-works.com,20000,0,0,Partial High School,Manual,0,2,Hans-Rosenthal-Platz 7,,1 (11) 500 555-0173,2013-05-21,0-1 Miles
15634,271,AW00015634,,Dalton,L,Kelly,False,1982-05-23,S,,M,dalton72@adventure-works.com,30000,0,0,High School,Manual,0,1,9987 Roseann Dr.,,1 (11) 500 555-0140,2013-06-18,2-5 Miles
15635,261,AW00015635,,Sheila,,Martin,False,1977-02-20,S,,F,sheila0@adventure-works.com,30000,0,0,High School,Manual,0,1,7326 Kenmore,,1 (11) 500 555-0199,2013-05-13,2-5 Miles
15636,127,AW00015636,,David,P,White,False,1975-11-22,S,,M,david71@adventure-works.com,40000,2,2,Partial College,Clerical,1,1,Wasserstr 345,,1 (11) 500 555-0150,2013-06-11,1-2 Miles
15637,179,AW00015637,,Russell,A,Sharma,False,1977-01-19,S,,M,russell12@adventure-works.com,40000,2,2,Partial College,Clerical,1,1,6, route de Marseille,,1 (11) 500 555-0167,2012-08-04,1-2 Miles
15638,259,AW00015638,,Rosa,J,He,False,1947-01-23,M,,F,rosa18@adventure-works.com,30000,1,0,Bachelors,Clerical,1,0,1161 Daffodil Dr.,,1 (11) 500 555-0162,2011-11-19,0-1 Miles
15639,21,AW00015639,,Melanie,H,Coleman,False,1985-08-30,M,,F,melanie21@adventure-works.com,10000,0,0,Partial College,Manual,0,1,8446 Wheel Ave.,,1 (11) 500 555-0112,2013-04-06,0-1 Miles
15640,21,AW00015640,,Gary,,Gomez,False,1985-10-14,S,,M,gary11@adventure-works.com,10000,0,0,Partial College,Manual,1,1,4744 Mary Dr.,,1 (11) 500 555-0117,2013-01-28,1-2 Miles
15641,33,AW00015641,,Marco,L,Sara,False,1983-11-01,M,,M,marco11@adventure-works.com,10000,0,0,Partial College,Manual,1,1,2756 Eastgate Ave.,,1 (11) 500 555-0124,2013-04-22,2-5 Miles
15642,35,AW00015642,,Cara,B,Gao,False,1983-02-21,S,,F,cara10@adventure-works.com,10000,0,0,High School,Manual,1,2,8420 Dayton Court,,1 (11) 500 555-0187,2012-10-31,0-1 Miles
15643,14,AW00015643,,Omar,,Raji,False,1983-03-20,S,,M,omar42@adventure-works.com,10000,0,0,High School,Manual,1,2,5121 Mount Hood Circle,,1 (11) 500 555-0134,2012-10-30,0-1 Miles
15644,4,AW00015644,,Savannah,F,Gonzalez,False,1985-02-16,S,,F,savannah31@adventure-works.com,10000,1,1,High School,Manual,0,0,5227 Sutton Circle,,1 (11) 500 555-0117,2012-11-11,1-2 Miles
15645,10,AW00015645,,Javier,,Gill,False,1984-09-08,M,,M,javier8@adventure-works.com,20000,0,0,Bachelors,Clerical,0,0,3440 Alvina Drive,,1 (11) 500 555-0180,2012-11-02,0-1 Miles
15646,31,AW00015646,,Emma,A,Kelly,False,1984-05-02,S,,F,emma46@adventure-works.com,10000,1,1,High School,Manual,0,0,3112 Gilardy Dr.,,1 (11) 500 555-0132,2012-11-15,2-5 Miles
15647,23,AW00015647,,Dawn,,He,False,1984-05-19,M,,F,dawn20@adventure-works.com,20000,0,0,Bachelors,Clerical,1,0,536 Beech Ct.,,1 (11) 500 555-0125,2012-11-06,0-1 Miles
15648,34,AW00015648,,Edgar,A,Gonzalez,False,1984-03-03,M,,M,edgar19@adventure-works.com,20000,0,0,Bachelors,Clerical,1,0,570 Highridge Court,,1 (11) 500 555-0117,2012-10-28,0-1 Miles
15649,160,AW00015649,,Melinda,T,Jimenez,False,1954-04-07,M,,F,melinda2@adventure-works.com,30000,1,0,Bachelors,Clerical,1,0,Rotthäuser Weg 866,,1 (11) 500 555-0140,2012-02-10,0-1 Miles
15650,208,AW00015650,,Ronnie,,Li,False,1972-01-31,S,,M,ronnie2@adventure-works.com,20000,1,1,Partial College,Manual,0,0,1010, avenue de l´ Union Centrale,,1 (11) 500 555-0123,2013-12-14,0-1 Miles
15651,212,AW00015651,,Ann,T,Lopez,False,1972-07-09,S,,F,ann21@adventure-works.com,20000,1,1,Partial College,Manual,0,0,1, rue de Maubeuge,,1 (11) 500 555-0165,2012-08-13,1-2 Miles
15652,229,AW00015652,,Barbara,M,Wang,False,1966-11-22,M,,F,barbara11@adventure-works.com,30000,4,0,Graduate Degree,Clerical,1,0,438 Post Road,,1 (11) 500 555-0169,2011-11-17,0-1 Miles
15653,254,AW00015653,,Gerald,E,Madan,False,1977-12-01,S,,M,gerald37@adventure-works.com,30000,3,0,Graduate Degree,Clerical,1,0,109 Clayton Road,,1 (11) 500 555-0120,2011-11-09,0-1 Miles
15654,200,AW00015654,,Levi,,Fernandez,False,1965-09-09,S,,M,levi15@adventure-works.com,10000,1,1,High School,Manual,0,1,9193, place du Tertre,,1 (11) 500 555-0172,2013-06-10,2-5 Miles
15655,144,AW00015655,,Deanna,,Gomez,False,1971-10-30,M,,F,deanna26@adventure-works.com,20000,1,1,Partial College,Manual,1,0,Kalkweg 4435,,1 (11) 500 555-0124,2012-02-22,1-2 Miles
15656,178,AW00015656,,Darryl,,Zhao,False,1965-12-13,S,,M,darryl10@adventure-works.com,20000,1,1,Partial College,Manual,0,0,Moritzstr 44,,1 (11) 500 555-0156,2012-02-10,1-2 Miles
15657,271,AW00015657,,Marcus,A,Hayes,False,1965-12-18,M,,M,marcus72@adventure-works.com,30000,3,0,Graduate Degree,Clerical,1,0,2775 Mt. Olivet Pl.,,1 (11) 500 555-0141,2011-11-05,0-1 Miles
15658,184,AW00015658,,Victoria,,Rogers,False,1965-02-12,S,,F,victoria27@adventure-works.com,10000,1,1,High School,Manual,0,1,61, rue des Rosiers,,1 (11) 500 555-0161,2013-09-01,2-5 Miles
15659,127,AW00015659,,Angela,J,Rivera,False,1964-08-13,M,,F,angela43@adventure-works.com,20000,2,0,Partial College,Manual,1,1,Klara Straße 463,,1 (11) 500 555-0111,2012-02-16,0-1 Miles
15660,250,AW00015660,,April,,Jai,False,1965-03-01,M,,F,april9@adventure-works.com,20000,2,0,Partial College,Manual,1,1,209 Mobile Lane,,1 (11) 500 555-0184,2011-12-17,0-1 Miles
15661,269,AW00015661,,Brandon,J,Robinson,False,1965-02-16,M,,M,brandon48@adventure-works.com,30000,3,0,Graduate Degree,Clerical,1,0,9520 Glenhaven Ave.,,1 (11) 500 555-0149,2011-12-06,0-1 Miles
15662,279,AW00015662,,Megan,M,Richardson,False,1965-11-21,M,,F,megan38@adventure-works.com,30000,3,0,Bachelors,Clerical,1,0,7129 Oakmead,,1 (11) 500 555-0132,2011-12-06,0-1 Miles
15663,196,AW00015663,,Mandy,A,Chen,False,1965-01-05,M,,F,mandy3@adventure-works.com,30000,0,0,Bachelors,Clerical,1,0,8, avenue de Norvege,,1 (11) 500 555-0198,2012-08-18,0-1 Miles
15664,172,AW00015664,,Jill,,Vazquez,False,1970-04-22,S,,F,jill22@adventure-works.com,30000,0,0,Bachelors,Clerical,1,0,Marienplatz 5,,1 (11) 500 555-0133,2012-02-01,0-1 Miles
15665,198,AW00015665,,Kristi,P,Sai,False,1965-01-02,M,,F,kristi22@adventure-works.com,30000,0,0,Bachelors,Clerical,1,0,1055, rue Basse-du-Rocher,,1 (11) 500 555-0196,2012-08-13,0-1 Miles
15666,205,AW00015666,,Bianca,B,Liang,False,1981-10-18,S,,F,bianca13@adventure-works.com,10000,2,2,High School,Manual,1,0,55, rue de la Cavalerie,,1 (11) 500 555-0175,2012-08-20,0-1 Miles
15667,151,AW00015667,,Hector,,Ramos,False,1976-03-16,M,,M,hector15@adventure-works.com,30000,0,0,Bachelors,Clerical,1,0,Parkstr 4256,Kreditorenbuchhaltung,1 (11) 500 555-0116,2012-01-29,0-1 Miles
15668,273,AW00015668,,Erick,E,Fernandez,False,1981-02-23,M,,M,erick15@adventure-works.com,40000,0,0,Graduate Degree,Clerical,0,0,1948 O Avenue,,1 (11) 500 555-0117,2011-12-24,0-1 Miles
15669,279,AW00015669,,Paul,J,Suurs,False,1981-04-20,M,,F,paul8@adventure-works.com,40000,0,0,Graduate Degree,Clerical,1,0,3327 Rockridge Dr.,,1 (11) 500 555-0112,2011-12-08,0-1 Miles
15670,183,AW00015670,,Sergio,S,Sánchez,False,1975-01-31,M,,M,sergio21@adventure-works.com,20000,0,0,Partial College,Manual,0,1,22, rue de l'Espace De Schengen,,1 (11) 500 555-0116,2013-12-17,1-2 Miles
15671,268,AW00015671,,Lawrence,,Torres,False,1974-11-24,S,,M,lawrence10@adventure-works.com,20000,0,0,Partial College,Manual,0,1,869 Welle Road,,1 (11) 500 555-0149,2013-02-28,0-1 Miles
15672,160,AW00015672,,Kelvin,E,Nara,False,1974-07-19,S,,M,kelvin13@adventure-works.com,20000,0,0,Partial College,Manual,1,1,Pappelallee 667,,1 (11) 500 555-0173,2013-12-24,2-5 Miles
15673,209,AW00015673,,Jon,,Goel,False,1980-06-04,S,,M,jon16@adventure-works.com,20000,0,0,Partial College,Manual,0,1,71, avenue de la Gare,,1 (11) 500 555-0169,2013-04-10,0-1 Miles
15674,117,AW00015674,,Tommy,A,Raheem,False,1975-01-05,S,,M,tommy14@adventure-works.com,30000,0,0,Bachelors,Clerical,1,0,Zeiter Weg 9963,,1 (11) 500 555-0114,2012-03-13,0-1 Miles
15675,120,AW00015675,,Jay,A,Alonso,False,1975-04-15,M,,M,jay37@adventure-works.com,40000,0,0,Graduate Degree,Clerical,1,0,Kurfürstenstr 594,,1 (11) 500 555-0144,2012-03-09,0-1 Miles
15676,224,AW00015676,,Todd,,Wang,False,1974-10-05,S,,M,todd3@adventure-works.com,40000,0,0,Graduate Degree,Clerical,1,0,28bis, boulevard du Montparnasse,,1 (11) 500 555-0132,2012-08-24,0-1 Miles
15677,220,AW00015677,,Alyssa,C,Bradley,False,1975-02-08,M,,F,alyssa31@adventure-works.com,40000,0,0,Graduate Degree,Clerical,1,0,116, boulevard d´Albi,,1 (11) 500 555-0127,2012-09-27,0-1 Miles
15678,212,AW00015678,,Susan,,Zhou,False,1980-06-04,M,,F,susan18@adventure-works.com,40000,0,0,Graduate Degree,Clerical,1,0,95, rue Ste-Honoré,,1 (11) 500 555-0131,2012-09-08,0-1 Miles
15679,189,AW00015679,,Robert,,Patterson,False,1958-03-10,M,,M,robert24@adventure-works.com,10000,3,0,Partial College,Manual,0,2,35, rue de la Cavalerie,,1 (11) 500 555-0171,2013-05-11,0-1 Miles
15680,171,AW00015680,,Tasha,,She,False,1956-09-05,M,,F,tasha0@adventure-works.com,10000,4,0,High School,Manual,0,2,Wallstr 25,,1 (11) 500 555-0117,2013-07-05,0-1 Miles
15681,262,AW00015681,,Emma,P,Gonzales,False,1960-02-07,M,,F,emma63@adventure-works.com,80000,4,2,Partial College,Professional,1,1,6668 Mazatlan,,1 (11) 500 555-0170,2013-02-01,10+ Miles
15682,142,AW00015682,,Heidi,R,Garcia,False,1949-11-18,S,,F,heidi17@adventure-works.com,80000,5,0,Bachelors,Management,1,2,Lindenalle 1384,,1 (11) 500 555-0138,2014-01-11,10+ Miles
15683,156,AW00015683,,Jessie,,Carlson,False,1949-12-20,S,,F,jessie37@adventure-works.com,90000,5,0,Partial College,Professional,0,2,Nollendorfplatz 518,,1 (11) 500 555-0158,2013-03-13,10+ Miles
15684,168,AW00015684,,Tyrone,,Suarez,False,1955-07-07,S,,M,tyrone18@adventure-works.com,90000,5,0,Partial College,Professional,0,2,Kalkweg 123,,1 (11) 500 555-0181,2012-03-09,2-5 Miles
15685,172,AW00015685,,Robin,,Vazquez,False,1949-12-07,M,,F,robin11@adventure-works.com,110000,3,4,Bachelors,Management,1,4,Winterfeldtstr 5557,,1 (11) 500 555-0179,2012-03-25,5-10 Miles
15686,244,AW00015686,,Pedro,A,Vazquez,False,1949-12-31,M,,M,pedro35@adventure-works.com,130000,3,4,Bachelors,Management,1,4,745 Harvey Way,,1 (11) 500 555-0169,2013-02-26,0-1 Miles
15687,211,AW00015687,,Jay,,Suri,False,1950-12-16,M,,M,jay6@adventure-works.com,70000,5,1,High School,Professional,1,2,33, allée des Princes,,1 (11) 500 555-0124,2012-09-14,10+ Miles
15688,196,AW00015688,,Chase,J,Gray,False,1950-11-04,M,,M,chase6@adventure-works.com,70000,5,1,High School,Professional,1,2,15, rue Philibert-Delorme,,1 (11) 500 555-0124,2012-09-08,2-5 Miles
15689,158,AW00015689,,Stacey,,Wang,False,1950-07-06,S,,F,stacey1@adventure-works.com,90000,5,0,Partial College,Professional,0,2,Welt Platz 33,,1 (11) 500 555-0194,2013-05-04,10+ Miles
15690,267,AW00015690,,Clifford,R,Perez,False,1951-12-10,S,,M,clifford20@adventure-works.com,160000,3,4,Bachelors,Management,0,4,8361 Flora Ave.,,1 (11) 500 555-0124,2013-10-21,0-1 Miles
15691,273,AW00015691,,Julian,J,Henderson,False,1959-12-15,M,,M,julian6@adventure-works.com,90000,3,1,High School,Professional,1,2,6804 Alovera Road,,1 (11) 500 555-0136,2011-12-27,10+ Miles
15692,262,AW00015692,,Ryan,J,Garcia,False,1959-10-12,M,,M,ryan52@adventure-works.com,90000,3,1,High School,Professional,1,2,5329 Notre Dame Ave,,1 (11) 500 555-0116,2011-11-30,2-5 Miles
15693,127,AW00015693,,Isabel,,Barnes,False,1960-01-16,S,,F,isabel3@adventure-works.com,90000,3,1,High School,Professional,1,2,Haberstr 39,,1 (11) 500 555-0181,2012-03-28,10+ Miles
15694,236,AW00015694,,Stephanie,,Diaz,False,1959-01-18,M,,F,stephanie49@adventure-works.com,80000,4,2,Partial College,Professional,1,2,1379 T St.,,1 (11) 500 555-0153,2013-09-15,2-5 Miles
15695,261,AW00015695,,Bruce,,Gomez,False,1959-12-16,M,,M,bruce23@adventure-works.com,150000,3,5,Partial High School,Professional,1,2,4471 Willcrest Circle,,1 (11) 500 555-0117,2011-11-29,0-1 Miles
15696,222,AW00015696,,Damien,A,Sun,False,1958-12-03,M,,M,damien10@adventure-works.com,100000,3,4,Bachelors,Management,1,3,72, place Beaubernard,,1 (11) 500 555-0172,2013-06-27,10+ Miles
15697,121,AW00015697,,Julia,,Morris,False,1959-01-03,M,,F,julia48@adventure-works.com,110000,2,5,Partial College,Professional,1,2,Essener Straße 8215,,1 (11) 500 555-0114,2012-03-16,10+ Miles
15698,162,AW00015698,,Susan,D,Wang,False,1958-08-31,S,,F,susan11@adventure-works.com,120000,3,5,Bachelors,Management,1,3,Rykestr 8114,,1 (11) 500 555-0191,2013-11-11,10+ Miles
15699,276,AW00015699,,Jonathon,F,Hernandez,False,1959-03-11,M,,M,jonathon0@adventure-works.com,170000,0,5,Bachelors,Management,1,3,7680 Lay Brooke Way,,1 (11) 500 555-0191,2012-01-05,0-1 Miles
15700,193,AW00015700,,Eugene,R,Guo,False,1958-05-19,M,,M,eugene22@adventure-works.com,80000,4,1,Partial College,Professional,1,2,8139 Clark Creek Lane,,1 (11) 500 555-0155,2012-09-27,2-5 Miles
15701,236,AW00015701,,Jillian,R,Kapoor,False,1958-03-27,M,,F,jillian2@adventure-works.com,130000,4,5,Partial College,Professional,0,3,2828 Rogers Ave.,,1 (11) 500 555-0185,2013-03-29,10+ Miles
15702,240,AW00015702,,Ruth,,Mehta,False,1958-02-15,M,,F,ruth18@adventure-works.com,130000,4,5,High School,Professional,1,3,7950 H Pine Creek Way,#3,1 (11) 500 555-0139,2012-01-09,0-1 Miles
15703,142,AW00015703,,Alison,,Chande,False,1962-05-02,M,,F,alison15@adventure-works.com,80000,5,2,High School,Professional,1,2,Postfach 11 05 00,,1 (11) 500 555-0110,2013-01-28,10+ Miles
15704,134,AW00015704,,Peter,E,Luo,False,1956-09-10,S,,M,peter13@adventure-works.com,90000,4,1,High School,Professional,1,3,Alderweg 370,,1 (11) 500 555-0167,2013-08-19,10+ Miles
15705,117,AW00015705,,Gabriel,,Simmons,False,1955-09-19,M,,M,gabriel12@adventure-works.com,100000,3,4,Partial College,Management,1,4,Hunzinger Allee 193,,1 (11) 500 555-0186,2013-05-20,10+ Miles
15706,210,AW00015706,,Tina,L,Arthur,False,1955-05-25,M,,F,tina8@adventure-works.com,90000,4,1,High School,Management,1,3,5710, cours Mirabeau,,1 (11) 500 555-0154,2013-03-12,10+ Miles
15707,121,AW00015707,,Robin,,Rubio,False,1960-09-11,M,,F,robin16@adventure-works.com,120000,4,5,Partial College,Management,1,3,Parise Straße 40552,,1 (11) 500 555-0145,2013-09-12,10+ Miles
15708,150,AW00015708,,Nina,,Jai,False,1960-07-17,M,,F,nina11@adventure-works.com,120000,4,5,High School,Management,1,3,Karl Liebknecht str 577,,1 (11) 500 555-0112,2013-02-23,10+ Miles
15709,215,AW00015709,,Chelsea,M,Prasad,False,1959-08-31,M,,F,chelsea10@adventure-works.com,70000,5,1,Partial High School,Skilled Manual,1,3,24, rue de la Centenaire,,1 (11) 500 555-0197,2013-03-24,10+ Miles
15710,190,AW00015710,,Brandy,A,Rana,False,1953-07-22,M,,F,brandy7@adventure-works.com,90000,4,1,High School,Management,0,3,33, rue de l'Espace De Schengen,,1 (11) 500 555-0137,2012-09-02,5-10 Miles
15711,235,AW00015711,,Jeffery,,Liang,False,1953-12-30,M,,M,jeffery16@adventure-works.com,110000,4,5,High School,Management,1,3,6753 Mines Road,,1 (11) 500 555-0193,2013-05-21,10+ Miles
15712,249,AW00015712,,Whitney,,Chandra,False,1954-06-04,M,,F,whitney2@adventure-works.com,130000,4,5,High School,Management,1,4,2237 Buena Vista Ave.,,1 (11) 500 555-0167,2013-07-11,0-1 Miles
15713,267,AW00015713,,Hannah,F,Lee,False,1953-12-07,M,,F,hannah20@adventure-works.com,130000,5,5,Partial High School,Professional,1,4,9771 Wesley Court,,1 (11) 500 555-0126,2013-11-08,10+ Miles
